Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
201310189693,8,otc alterations permit,10/18/2013,2183,002B,2127,,34th,Av,,,"1/f- remove non-permitted one story extension and infill overhand space, add 1 bedroom, 1 bath, 1 family room and 1 storage. 2/f- covert 1 bath to 2 baths and dining to bedroom.",complete,10/24/2014,10/18/2013,10/23/2013,10/24/2014,10/23/2013,Y,2.0,2.0,,,10/18/2014,65000.0,70000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.7473682343787, -122.49244678247253)",1321345128939
201310119180,8,otc alterations permit,10/11/2013,1048,043,2734,,Bush,St,0.0,,"remodel hall bath, media bath, master bath with new tile, lighting, cabinetry, and counters. repaint all wall. refinish wood floors in bedrooms and hallways. install washer and dryer",filed,10/11/2013,10/11/2013,,,,,3.0,3.0,,,,70000.0,0.0,christmas tree lot,2.0,christmas tree lot,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.78616177034699, -122.4424557670457)",1320674432260
201512285940,8,otc alterations permit,12/28/2015,2086,001F,1924,,Great,Hy,,,reroofing,issued,12/28/2015,12/28/2015,12/28/2015,,12/28/2015,,1.0,1.0,,,12/22/2016,8000.0,8000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.75045984178535, -122.50786808530611)",1407640125249
201303283248,8,otc alterations permit,03/28/2013,1186,014,632,,Masonic,Av,,,"legalize office, storage, play room, laundry & 1 full bathroom on ground floor",complete,05/31/2013,03/28/2013,03/28/2013,05/31/2013,03/28/2013,,3.0,3.0,,,03/23/2014,36800.0,53000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Lone Mountain/USF,94117.0,"(37.775386096413584, -122.4459996931954)",130008791772
201304094133,8,otc alterations permit,04/09/2013,1410,012,261,,23rd,Av,0.0,,re-roofing,complete,04/18/2013,04/09/2013,04/09/2013,04/18/2013,04/09/2013,,3.0,3.0,,,04/04/2014,17363.0,17363.0,apartments,4.0,apartments,4.0,0.0,,2.0,constr type 2,2.0,constr type 2,,1.0,Outer Richmond,94121.0,"(37.782864195231234, -122.4831180913359)",1301190400762
201512034083,8,otc alterations permit,12/03/2015,1754,012,432,,Irving,St,,,"install a fire sprinkler monitoring system, ref. 201409085768 (430,432,432a irving st)",complete,01/27/2016,12/03/2015,12/03/2015,01/27/2016,12/03/2015,,3.0,3.0,,Y,11/27/2016,2010.0,2600.0,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Inner Sunset,94122.0,"(37.764463442278426, -122.46262787312213)",1405291424836
201509036146,8,otc alterations permit,09/03/2015,0921,035,2153,,North Point,St,,,add exit to street street to convert (e) in-law unit to legal 3rd unit. this permit is a revision to appln #200003245275.** maher: n/a **,issued,12/07/2015,09/03/2015,12/07/2015,,12/07/2015,,3.0,3.0,,,12/01/2016,80000.0,80000.0,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.80259064527309, -122.4426013836911)",139457884218
201504012559,8,otc alterations permit,04/01/2015,0231,023,2,,Embarcadero Center,,,,"18th floor: demo only of non-structural partitions, ceiling, lights and millwork finishes. no change in occupancy, use or area. comply with ab-017. mahner n/a.",complete,10/19/2015,04/01/2015,07/22/2015,10/19/2015,07/22/2015,,30.0,30.0,,,07/16/2016,85000.0,85000.0,office,,office,,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94111.0,"(37.79479859316024, -122.39847275416453)",137653263348
201410219513,3,additions alterations or repairs,10/21/2014,1014,027,182,,Arguello,Bl,,,"remodel lower level storage arear for new garage. new garage door, curb-cut & ramp up to (e) basement level, replace interior post & beam support system with new steel framing, new shearwalls & moment frame at garage. (new interior garage)",complete,11/16/2017,10/21/2014,12/30/2015,11/16/2017,12/30/2015,,2.0,2.0,,,12/24/2016,50000.0,50000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Presidio Heights,94118.0,"(37.78701176844619, -122.45892780772232)",135975987167
201709158484,3,additions alterations or repairs,09/15/2017,1156,021,830,,Broderick,St,,,soft story seismic retrofit based on 2016 ibc appendix 4a. no exterior work.** maher: n/a **,issued,01/22/2018,09/15/2017,01/22/2018,,01/22/2018,,3.0,3.0,,,01/22/2019,60000.0,60000.0,apartments,6.0,apartments,6.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Western Addition,94115.0,"(37.778053492037024, -122.43980666621472)",1479608239642
M675347,8,otc alterations permit,03/22/2016,1307,001P,700,,El Camino Del Mar,,,,street space,issued,03/22/2016,03/22/2016,03/22/2016,,03/22/2016,,,,,,,,1.0,,,,,,,,,,,,2.0,Seacliff,94121.0,"(37.78662346851774, -122.49067783314067)",141690295836
201403049781,8,otc alterations permit,03/04/2014,0148,037,865,,Vallejo,St,302.0,,replace six (6) aluminum windows in-kind replacement & doors and one steel frame rated property window in existing openings. not visable from the street.,complete,03/26/2015,03/04/2014,04/25/2014,03/26/2015,04/25/2014,,4.0,4.0,,,04/20/2015,16000.0,16000.0,apartments,6.0,apartments,6.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Chinatown,94133.0,"(37.79796697982185, -122.4113958687715)",133425460584
M411527,8,otc alterations permit,07/26/2013,0300,012,999,,Sutter,St,0.0,,street space permit,issued,07/26/2013,07/26/2013,07/26/2013,,07/26/2013,,,,,,,,1.0,,,,,,,,,,,,3.0,Nob Hill,94109.0,"(37.787995488143714, -122.41656258199859)",1312327299072
201801239294,8,otc alterations permit,01/23/2018,3787,031,475,,Brannan,St,,,suite #400:  demo portion of extg demising wall for new fire rated door. new interior partitions and doors for 3 new phone rooms. n/a for maher,issued,02/07/2018,01/23/2018,02/07/2018,,02/07/2018,,4.0,4.0,,,02/07/2019,300000.0,300000.0,office,0.0,office,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,South of Market,94107.0,"(37.77861280218017, -122.39528884897736)",1494508167709
M404207,8,otc alterations permit,06/26/2013,0150,017,1071,,Vallejo,St,,,street space permit,issued,06/26/2013,06/26/2013,06/26/2013,,06/26/2013,,,,,,,,1.0,,,,,,,,,,,,3.0,Nob Hill,94133.0,"(37.79762619363595, -122.41488307135049)",130934560693
M404670,8,otc alterations permit,06/28/2013,0562,001B,2749,,Steiner,St,,,street space,issued,06/28/2013,06/28/2013,06/28/2013,,06/28/2013,,,,,,,,1.0,,,,,,,,,,,,2.0,Pacific Heights,94123.0,"(37.79469471844709, -122.43692489228468)",130960374435
201703201893,8,otc alterations permit,03/20/2017,3808,015,100,,Hooper,St,,,"revision to superstructure addendum 201410209377 s2. add new notes and details, revise pile cap details, add locations for cmu walls, hss posts, lateral bracing locations, add 14"" wall above roof level for penthouse framing and have all changes reflected through set",issued,04/20/2017,03/20/2017,04/20/2017,,04/20/2017,,,4.0,,,04/15/2018,1.0,10000.0,vacant lot,0.0,office,0.0,2.0,,,,1.0,constr type 1,,10.0,Mission Bay,94107.0,"(37.76873814964761, -122.39921925214553)",1456750506103
201408214415,8,otc alterations permit,08/21/2014,1236,022,50,,Baker,St,,,reroofing,complete,09/15/2014,08/21/2014,08/21/2014,09/15/2014,08/21/2014,,2.0,2.0,,,08/16/2015,12800.0,12800.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.77154275817286, -122.44015345314952)",1353069260116
201503050077,4,sign - erect,03/05/2015,3704,001,901,,Market,St,,,install (1) illuminated wall sign. single faced electrical sign - maher ordinance - extended no.155-13 not required.,issued,06/24/2015,03/05/2015,06/24/2015,,06/24/2015,,5.0,,,,06/18/2016,2500.0,2500.0,retail sales,,,,2.0,,1.0,constr type 1,,,,6.0,South of Market,94103.0,"(37.78346989453117, -122.40804079353741)",1373318164367
201509096513,8,otc alterations permit,09/09/2015,1446,022,387,,14th,Av,,,"replace exterior cladding; front, side and rear. repair rear deck",complete,03/13/2017,09/09/2015,09/14/2015,03/13/2017,09/14/2015,,2.0,2.0,,,09/08/2016,80000.0,80000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94118.0,"(37.78095656594799, -122.47316819647698)",1395070100032
201712186779,8,otc alterations permit,12/18/2017,0958,006,2864,,Broadway,,,,revision to app#201709188825. alteration to foundation details to match extg conditions. n/a for maher,issued,12/29/2017,12/18/2017,12/29/2017,,12/29/2017,,3.0,3.0,,,04/29/2018,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94123.0,"(37.79339716694821, -122.44423977848517)",149104385363
201704032987,8,otc alterations permit,04/03/2017,0243,092,850,,Powell,St,801.0,,"unit 801 - bathroom remodel ""in-kind"" kitchen lighting & electrical work. no structural work to be done",issued,04/03/2017,04/03/2017,04/03/2017,,04/03/2017,,9.0,9.0,,,03/29/2018,15000.0,15000.0,apartments,39.0,apartments,39.0,2.0,,2.0,constr type 2,2.0,constr type 2,,3.0,Chinatown,94108.0,"(37.79285971236079, -122.40894256307179)",145819463503
201801098143,8,otc alterations permit,01/09/2018,1475,032,439,,43rd,Av,,,"439 43rd - remodel kitchen, replace windows @ front elevation; 441 43rd av - remodel kitchen & bathroom, replace windows @ front elevation",issued,01/12/2018,01/09/2018,01/12/2018,,01/12/2018,,4.0,4.0,,,01/12/2019,30000.0,65000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.780365735764505, -122.5044342449556)",1492899101321
201409226909,8,otc alterations permit,09/22/2014,1871,016A,1542,,26th,Av,,,"install vinyl siding to back of house only, not visable from street, no structural changes, 500 sq.ft.",issued,09/22/2014,09/22/2014,09/22/2014,,09/22/2014,,2.0,2.0,,,09/17/2015,8000.0,8000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.7586864666089, -122.48397893178178)",1356279118158
201512114868,8,otc alterations permit,12/11/2015,4103,029,669,,Mississippi,St,,,"revision to 201504022629 change/add approx 20 lf non bearing partition/ada restroom back to original location. install mech for nursery and gen lighting, 201511051817 sheets a1.1,a2.0,a3.0,m.1,e.1,e.2,e.3  n/a maher ord. 155-13",complete,02/24/2016,12/11/2015,02/03/2016,02/24/2016,02/03/2016,,1.0,1.0,,,01/28/2017,1.0,4000.0,"warehouse,no frnitur",0.0,nursery(floral),0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.75811144655572, -122.39384384897501)",1406275363301
201309207419,8,otc alterations permit,09/20/2013,0264,004,1,,California,St,,,fire evacuation maps for 30th and 31st fl,complete,11/13/2013,09/20/2013,09/23/2013,11/13/2013,09/23/2013,,32.0,32.0,,Y,09/18/2014,2800.0,3000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94111.0,"(37.79312060864542, -122.39698170721115)",131835566082
201608084429,8,otc alterations permit,08/08/2016,3736,123,235,,02nd,St,0.0,,"4th floor: scope of work to include demo of (e) ti , demo to include walls, doors, plumbing, ceiling, lighting, millwork and interior finsihes. new ti to include new partition walls, doors, finishes and ceiling assemblies (e) mechanical, av and fire sprinkler layouts to be reconfigured maher na",complete,09/15/2017,08/08/2016,09/16/2016,09/15/2017,09/16/2016,,6.0,6.0,,,08/26/2020,4000000.0,4000000.0,office,,office,,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.78649790373979, -122.39702744810397)",1432842480622
201304114281,8,otc alterations permit,04/11/2013,1211,011,1920,,Fell,St,,,reroofing,complete,05/17/2013,04/11/2013,04/11/2013,05/17/2013,04/11/2013,,3.0,3.0,,,04/06/2014,16800.0,16800.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Lone Mountain/USF,94117.0,"(37.772768579679514, -122.44963035632604)",130137392543
M812108,8,otc alterations permit,07/21/2017,1073,037,880,,Presidio,Av,0.0,,street space.,issued,07/21/2017,07/21/2017,07/21/2017,,07/21/2017,,,,,,,,0.0,,,,,,,,,,,,5.0,Presidio Heights,94115.0,"(37.78365868620581, -122.44575678839111)",1471418461188
201701127084,8,otc alterations permit,01/12/2017,1763,017,1375,,08th,Av,,,"interior remodel kitchen and den area on 2nd floor. interior remodel bathrooms, walk in closet. laundry closet on 3rd floor.",complete,06/28/2017,01/12/2017,01/20/2017,06/28/2017,01/20/2017,,3.0,3.0,,,01/15/2018,50000.0,55000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Inner Sunset,94122.0,"(37.76269421971423, -122.46547445310058)",1450182113094
201306058744,8,otc alterations permit,06/05/2013,3719,410,301,,Mission,St,606.0,,"replace floor covering, add soffit and lighting, install cabinertry. paint.",complete,10/17/2014,06/05/2013,06/05/2013,10/17/2014,06/05/2013,,58.0,58.0,,,05/31/2014,12000.0,20000.0,apartments,420.0,apartments,420.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.790542489943704, -122.39592244144642)",1307036491544
M418449,8,otc alterations permit,08/19/2013,5457,037,2895,,San Bruno,Av,,,"add new address to block 5457, lot 037 as; 2891, 2893a, 2893b, 2895, 2897 san bruno ave.",issued,08/19/2013,08/19/2013,08/19/2013,,08/19/2013,,,,,,,,583.44,,,,,,,,,,,,9.0,Portola,94134.0,"(37.72554226278144, -122.40244857905817)",1314718182483
201405166046,8,otc alterations permit,05/16/2014,5281,003,901,,Rankin,St,,,"new automatic fire sprinkler system overhead. 3 stystem riser vlvs gr fl 638 heads, upper 171 heads",withdrawn,07/03/2014,05/16/2014,,,,,2.0,2.0,,,,1.0,1.0,"warehouse,no frnitur",0.0,"warehouse,no frnitur",0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,10.0,Bayview Hunters Point,94124.0,"(37.74139803774405, -122.39496784660912)",1342266376649
201505085862,3,additions alterations or repairs,05/08/2015,2949A,067,277,,Marietta,Dr,,,add new exterior deck and stair case of 2nd & 1st floor. in the back of the existing house.,issued,10/17/2016,05/08/2015,10/17/2016,,10/17/2016,Y,2.0,2.0,,,10/12/2017,8000.0,12000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.739627988156975, -122.444712818855)",1381033147846
201706068588,8,otc alterations permit,06/06/2017,0103,020,571,,Filbert,St,,,remodel extg bathroom only at lowr apartment at 571 filbert.,complete,12/11/2017,06/06/2017,06/07/2017,12/11/2017,06/07/2017,,3.0,3.0,,,06/02/2018,50000.0,50000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,North Beach,94133.0,"(37.80124580668518, -122.40886831419365)",1465890231453
201312063489,8,otc alterations permit,12/06/2013,1223,037,1550,,Page,St,,A,repair to roof framing due to fire danage and replacement of composition shingle roof and sheet metal gutters. all work in kind and finishes to match existing. no modifications to facias etc. replace/repair 6 windows in kind,issued,12/17/2013,12/06/2013,12/17/2013,,12/17/2013,,3.0,3.0,,,12/12/2014,50000.0,55000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.77116601532789, -122.44700407505802)",1326225490694
201705257646,8,otc alterations permit,05/25/2017,1303,017,39,,Seacliff,Av,,,"in-kind replacement of all or most of existing windows with double-paned, more energy efficient windows.  replace front with (21) alumincum clad wood windows and non-visible back (22) possible vinyl or aluminum clad wood, side (2) aluminum clad wood. n/a for maher.",filed,05/25/2017,05/25/2017,,,,,2.0,2.0,,,,100000.0,100000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Seacliff,94121.0,"(37.78877134444123, -122.48554659935277)",146454995762
201302069592,5,grade or quarry or fill or excavate,02/06/2013,3749,059,45,,Lansing,St,,,excavation & shoring for new construction. ref pa# 2010/09/14/0800 under pinning under separate permit.,complete,04/26/2016,02/06/2013,04/12/2013,04/26/2016,04/12/2013,,,,,,03/27/2016,750000.0,2100000.0,,,,,2.0,,,,,,,6.0,Financial District/South Beach,94105.0,"(37.785873430348175, -122.39374874160904)",1295358365345
201706260310,8,otc alterations permit,06/26/2017,3603,026,787,,Castro,St,,,to renew pa # 200004217945 for final inspection,complete,06/26/2017,06/26/2017,06/26/2017,06/26/2017,06/26/2017,,3.0,3.0,,,06/21/2018,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.75637516075221, -122.43425099664941)",1468293161314
201609137594,3,additions alterations or repairs,09/13/2016,3609,070,349,,Lexington,St,,,"lightwell infill at blank neighbor's wall. new skylights at flat roof. replacement windows at front facade, new sliding glass door at rear of bld.",suspend,04/19/2017,09/13/2016,04/17/2017,,04/17/2017,Y,3.0,3.0,,,04/12/2018,55000.0,55000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.757791276934945, -122.42021951892737)",1437242284958
M715528,8,otc alterations permit,08/22/2016,1349,006,10,,10th,Av,0.0,,street space permit - renewal of permit m692247,issued,08/22/2016,08/22/2016,08/22/2016,,08/22/2016,,,,,,,,1.0,,,,,,,,,,,,2.0,Inner Richmond,94118.0,"(37.786698506037354, -122.46879969056852)",1434610401385
201501226389,8,otc alterations permit,01/22/2015,6475,003,130,,Guttenberg,St,,,remodel to two bathrooms & kitchen.,complete,05/14/2015,01/22/2015,01/22/2015,05/14/2015,01/22/2015,,2.0,2.0,,,01/17/2016,15000.0,32000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Excelsior,94112.0,"(37.711213468369195, -122.44407406678546)",1368558204300
201608155032,8,otc alterations permit,08/15/2016,0549,015,2222,,Polk,St,,,"replacement of reach-in coolers, expansion of deli area, accessible improvements; maher n/a",issued,08/18/2016,08/15/2016,08/18/2016,,08/18/2016,,2.0,2.0,,,08/13/2017,40000.0,48000.0,retail sales,0.0,retail sales,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Russian Hill,94109.0,"(37.797496977371424, -122.42180810670038)",1433720373309
201502067710,8,otc alterations permit,02/06/2015,0501,002,2555,,Larkin,St,0.0,,like for like voluntary fire system replacement. replace exist fire alarm control unit w/new at the same location. replace exist 4 smoke det. & pull station w/new. tie-in exist 6 bells to new control unit.,complete,03/25/2015,02/06/2015,02/06/2015,03/25/2015,02/06/2015,,6.0,6.0,,Y,02/01/2016,1500.0,6000.0,apartments,6.0,apartments,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,2.0,Russian Hill,94109.0,"(37.801480633886605, -122.42150392245819)",1370305420845
M604930,8,otc alterations permit,07/17/2015,0225,013,800,,Stockton,St,,,street space permit,issued,07/17/2015,07/17/2015,07/17/2015,,07/17/2015,,,,,,,,1.0,,,,,,,,,,,,3.0,Chinatown,94108.0,"(37.79335710200859, -122.40749437102853)",138884363223
